Order Number,Purchase Confirmation Date
"20,170,812,078,562,800,000",20170812
"20,170,814,083,421,000,000",20170815
"20,170,829,119,419,600,000",20170829
"20,170,810,073,926,300,000",20170810
"20,170,816,090,114,800,000",20170823
"20,170,808,065,737,500,000",20170811
"20,170,802,046,092,400,000",20170802
"20,170,902,129,191,200,000",20170911
"20,170,927,179,252,300,000",20171004
"20,170,921,169,240,300,000",20170926
"20,170,930,183,546,600,000",20170930
"20,170,902,129,367,600,000",20170902
"20,170,918,163,150,300,000",20170921
"20,170,910,148,381,500,000",20170919
"20,170,909,146,796,700,000",20170920
"20,170,920,167,568,400,000",20170926
"20,170,928,180,958,100,000",20171001
"20,170,918,164,146,000,000",20170918
"20,170,927,178,943,200,000",20170927
"20,170,919,165,611,900,000",20170927
"20,170,904,132,292,700,000",20170912
"20,170,930,183,716,700,000",20170930
"20,170,909,146,596,800,000",20170914
"20,170,918,163,441,100,000",20170922
"20,170,920,166,527,900,000",20170920
"20,170,912,152,363,800,000",20170912
"20,170,920,167,576,500,000",20170927
"20,170,913,154,212,600,000",20170919
"20,170,924,173,625,900,000",20170924
"20,170,905,136,387,400,000",20170913
"20,170,911,150,887,200,000",20170920
"20,170,909,146,713,700,000",20170920
"20,170,902,127,633,900,000",20170909
"20,170,913,154,123,300,000",20170913
"20,170,930,183,716,400,000",20170930
"20,170,925,174,377,300,000",20170930
"20,170,918,163,025,600,000",20170927
"20,170,929,182,468,400,000",20171011
"20,170,904,131,817,700,000",20170904
"20,170,905,137,612,900,000",20170912
"20,170,928,181,093,600,000",20171007
"20,170,912,152,897,000,000",20170918
"20,170,927,179,010,800,000",20170927
"20,170,920,167,948,100,000",20170927
"20,170,919,164,787,600,000",20170919
"20,170,924,173,393,500,000",20170930
"20,170,921,168,677,100,000",20170921
"20,170,903,130,308,000,000",20170913
"20,170,924,173,368,300,000",20170924
"20,170,904,133,361,800,000",20170904
"20,170,918,163,541,500,000",20170920
"20,170,912,151,948,000,000",20170918
"20,170,906,139,460,400,000",20170914
"20,170,927,179,072,200,000",20171004
"20,170,906,138,018,000,000",20170913
"20,170,927,178,482,800,000",20170927
"20,171,002,186,202,000,000",20171002
"20,171,003,187,772,300,000",20171008
"20,171,005,190,280,100,000",20171013
"20,171,004,189,674,600,000",20171011
"20,171,009,197,182,300,000",20171018
"20,171,008,194,801,800,000",20171102
"20,171,024,218,302,600,000",20171031
"20,171,016,207,443,100,000",20171024
"20,171,017,209,270,100,000",20171017
"20,171,005,190,606,800,000",20171005
"20,171,022,216,310,400,000",20171030
"20,171,021,214,719,000,000",20171027
"20,171,011,201,375,100,000",20171017
"20,171,020,214,601,100,000",20171020
"20,171,019,212,799,100,000",20171019
"20,171,020,214,377,800,000",20171020
"20,171,022,215,985,500,000",20171022
"20,171,016,207,593,600,000",20171017
"20,171,027,223,256,200,000",20171027
"20,171,010,197,924,700,000",20171017
"20,171,012,201,653,900,000",20171012
"20,171,012,202,344,700,000",20171015
"20,171,005,190,753,600,000",20171005
"20,171,009,196,900,300,000",20171018
"20,171,030,226,785,900,000",20171030
"20,171,009,196,831,400,000",20171009
"20,171,027,223,138,000,000",20171107
"20,171,001,185,608,800,000",20171001
"20,171,006,191,972,600,000",20171011
"20,171,019,212,240,900,000",20171025
"20,171,013,203,298,500,000",20171017
"20,171,005,191,537,800,000",20171020
"20,171,006,191,940,800,000",20171006
"20,171,011,200,254,900,000",20171018
"20,171,014,205,785,200,000",20171021
"20,171,026,221,464,900,000",20171101
"20,171,014,205,898,900,000",20171014
"20,171,014,205,294,200,000",20171014
"20,171,003,188,488,200,000",20171011
"20,171,007,193,918,800,000",20171014
"20,171,020,213,751,900,000",20171026
"20,171,020,214,290,000,000",20171020
"20,171,008,195,271,700,000",20171008
"20,171,020,214,639,900,000",20171027
"20,171,012,202,063,200,000",20171024
"20,171,026,222,098,100,000",20171026
"20,171,026,221,412,900,000",20171027
"20,171,005,191,678,000,000",20171005
"20,171,019,212,654,700,000",20171026
"20,171,116,251,761,800,000",20171129
"20,171,123,260,674,000,000",20171130
"20,171,116,252,254,700,000",20171127
"20,171,120,255,856,500,000",20171129
"20,171,107,237,524,800,000",20171107
"20,171,130,269,071,000,000",20171207
"20,171,121,257,785,100,000",20171125
"20,171,110,242,436,600,000",20171118
"20,171,111,245,030,300,000",20171129
"20,171,108,239,270,900,000",20171114
"20,171,124,261,574,000,000",20171127
"20,171,112,245,735,900,000",20171129
"20,171,114,249,026,500,000",20171114
"20,171,111,244,466,100,000",20171116
"20,171,108,240,085,400,000",20171115
"20,171,101,228,691,300,000",20171101
"20,171,101,228,559,800,000",20171101
"20,171,117,253,486,600,000",20171124
"20,171,128,266,055,700,000",20171206
"20,171,104,234,162,500,000",20171104
"20,171,104,233,817,000,000",20171104
"20,171,130,268,690,600,000",20171130
"20,171,107,238,392,100,000",20171107
"20,171,116,251,520,600,000",20171116
"20,171,123,260,100,000,000",20171124
"20,171,126,264,069,300,000",20171126
"20,171,118,254,217,200,000",20171122
"20,171,105,234,831,900,000",20171105
"20,171,106,236,761,400,000",20171108
"20,171,105,235,493,800,000",20171108
"20,171,102,231,630,100,000",20171108
"20,171,112,245,544,700,000",20171112
"20,171,108,239,499,700,000",20171115
"20,171,110,242,715,700,000",20171117
"20,171,128,265,965,500,000",20171207
"20,171,110,241,987,800,000",20171116
"20,171,115,250,235,800,000",20171206
"20,171,129,267,478,500,000",20171206
"20,171,108,240,078,900,000",20171115
"20,171,106,236,149,300,000",20171114
"20,171,117,252,921,700,000",20171125
"20,171,112,245,933,500,000",20171112
"20,171,101,229,133,400,000",20171103
"20,171,106,236,306,800,000",20171115
"20,171,116,251,495,800,000",20171122
"20,171,113,246,558,400,000",20171123
"20,171,122,258,731,700,000",20171125
"20,171,113,247,761,600,000",20171113
"20,171,125,262,969,800,000",20171130
"20,171,101,228,742,900,000",20171108
"20,171,108,239,970,900,000",20171118
"20,171,207,277,966,400,000",20171207
"20,171,204,274,236,700,000",20171212
"20,171,203,272,601,900,000",20171203
"20,171,203,272,476,000,000",20171203
"20,171,207,277,571,400,000",20171207
"20,171,207,278,589,600,000",20171212
"20,171,204,273,603,500,000",20171206
"20,171,205,275,055,500,000",20171209
"20,171,202,271,936,100,000",20171209
"20,171,202,270,974,500,000",20171202
"20,171,130,269,728,900,000",20171207
"20,171,209,280,392,400,000",20171209
"20,171,203,272,150,400,000",20171203
"20,171,205,275,535,800,000",20171205
"20,171,204,273,055,300,000",20171204
"20,171,201,270,817,400,000",20171206
"20,171,203,272,743,200,000",20171203
"20,171,203,272,268,900,000",20171203
"20,171,212,285,141,600,000",20171212
"20,171,204,273,554,800,000",20171204
"20,171,207,277,522,400,000",20171207
"20,171,202,271,830,600,000",20171202
"20,171,207,277,399,500,000",20171207
"20,171,203,272,253,500,000",20171206
"20,171,208,279,818,800,000",20171212
"20,171,205,275,899,900,000",20171212
"20,171,205,275,132,500,000",20171212
"20,171,209,280,394,800,000",20171209
"20,171,130,269,720,400,000",20171203
"20,171,212,284,872,900,000",20171212
"20,171,204,273,681,700,000",20171207
"20,171,209,280,837,100,000",20171209
"20,171,202,271,289,400,000",20171202
"20,171,211,282,138,800,000",20171211
"20,171,201,270,852,800,000",20171201
"20,171,204,273,552,400,000",20171212
"20,171,204,273,960,600,000",20171204
"20,171,212,284,704,900,000",20171212
"20,171,201,269,914,400,000",20171212
"20,171,207,277,475,300,000",20171207
"20,171,212,285,534,300,000",20171212
"20,171,208,278,892,800,000",20171208
"20,171,207,277,698,200,000",20171207
"20,171,204,273,941,800,000",20171212
"20,171,211,282,074,000,000",20171211
"20,171,204,273,368,800,000",20171204
"20,171,204,273,877,100,000",20171204
"20,170,704,911,683,200,000",20170704
"20,170,711,949,044,500,000",20170711
"20,170,711,950,494,400,000",20170711
"20,170,731,036,846,600,000",20170731
"20,170,723,003,661,100,000",20170723
"20,170,710,944,949,800,000",20170710
"20,170,714,969,545,000,000",20170714
"20,170,722,999,754,500,000",20170722
"20,170,721,997,008,500,000",20170727
"20,170,622,843,798,500,000",20170711
"20,170,731,037,215,000,000",20170805
"20,170,727,021,445,900,000",20170802
"20,170,706,922,798,500,000",20170706
"20,170,713,964,350,000,000",20170714
"20,170,703,906,898,600,000",20170703
"20,170,703,904,775,200,000",20170709
"20,170,716,975,680,000,000",20170725
"20,170,709,940,670,400,000",20170719
"20,170,710,945,039,500,000",20170710
"20,170,730,033,395,600,000",20170809
"20,170,713,960,801,400,000",20170713
"20,170,731,039,276,200,000",20170731
"20,170,712,955,098,500,000",20170712
"20,170,715,973,904,800,000",20170715
"20,170,708,936,642,400,000",20170709
"20,170,719,989,226,200,000",20170719
"20,170,706,924,578,200,000",20170706
"20,170,704,908,137,600,000",20170704
"20,170,725,012,520,900,000",20170725
"20,170,728,027,624,500,000",20170804
"20,170,716,976,916,900,000",20170722
"20,170,710,942,305,000,000",20170714
"20,170,722,999,526,500,000",20170722
"20,170,710,943,760,200,000",20170715
"20,170,728,027,506,800,000",20170728
"20,170,713,964,362,500,000",20170713
"20,170,701,892,343,200,000",20170701
"20,170,710,946,937,100,000",20170713
"20,170,710,945,211,600,000",20170714
"20,170,712,954,667,000,000",20170712
"20,170,715,972,407,300,000",20170715
"20,170,725,011,330,000,000",20170727
"20,170,728,026,099,200,000",20170804
"20,170,708,936,888,000,000",20170708
"20,170,722,002,416,200,000",20170729
"20,170,701,891,580,000,000",20170704
"20,170,709,942,121,200,000",20170709
"20,170,708,936,234,400,000",20170708
"20,170,706,921,375,300,000",20170714
"20,170,720,993,020,800,000",20170725
"20,170,702,897,214,500,000",20170702
"20,170,724,006,309,700,000",20170724
"20,170,719,990,633,000,000",20170725
"20,170,628,873,889,300,000",20170702
"20,170,817,092,095,300,000",20170824
"20,170,822,104,378,000,000",20170829
"20,170,811,075,951,500,000",20170814
"20,170,811,077,129,500,000",20170819
"20,170,817,092,258,500,000",20170823
"20,170,829,120,174,300,000",20170829
"20,170,817,092,442,500,000",20170817
"20,170,811,077,236,300,000",20170811
"20,170,815,087,774,100,000",20170815
"20,170,802,046,023,100,000",20170802
"20,170,816,090,038,600,000",20170816
"20,170,825,111,628,400,000",20170905
"20,170,809,070,253,400,000",20170809
"20,170,804,051,930,000,000",20170804
"20,170,831,123,780,200,000",20170831
"20,170,824,109,876,700,000",20170831
"20,170,807,064,135,300,000",20170807
"20,170,827,116,230,400,000",20170901
"20,170,814,085,434,100,000",20170814
"20,170,808,064,881,700,000",20170812
"20,170,825,111,197,500,000",20170825
"20,170,820,098,849,500,000",20170821
"20,170,807,061,144,700,000",20170807
"20,170,810,072,529,000,000",20170810
"20,170,829,119,523,800,000",20170829
"20,170,807,062,214,800,000",20170812
"20,170,816,090,540,200,000",20170816
"20,170,802,045,853,300,000",20170810
"20,170,830,121,329,200,000",20170830
"20,170,801,043,002,600,000",20170804
"20,170,831,124,649,800,000",20170831
"20,170,811,077,125,100,000",20170823
"20,170,826,114,032,000,000",20170904
"20,170,825,111,266,100,000",20170825
"20,170,805,057,846,900,000",20170805
"20,170,810,071,811,200,000",20170814
"20,170,804,054,968,000,000",20170804
"20,170,819,096,030,500,000",20170819
"20,170,812,078,803,300,000",20170812
"20,170,811,076,275,300,000",20170811
"20,170,814,085,126,200,000",20170814
"20,170,829,120,359,900,000",20170829
"20,170,803,049,591,900,000",20170803
"20,170,831,123,773,000,000",20170831
"20,170,822,104,143,500,000",20170822
"20,170,829,119,582,600,000",20170906
"20,170,801,042,893,600,000",20170801
"20,170,812,080,223,800,000",20170812
"20,170,812,079,062,100,000",20170812
"20,170,814,084,606,400,000",20170814
"20,170,814,084,923,200,000",20170822
"20,170,801,040,153,100,000",20170801
"20,170,821,100,624,300,000",20170821
"20,170,727,020,553,600,000",20170804
"20,170,903,130,713,400,000",20170905
"20,170,917,162,276,300,000",20170920
"20,170,907,141,400,100,000",20170910
"20,170,926,177,253,700,000",20170929
"20,170,921,168,796,800,000",20170925
"20,170,905,135,313,400,000",20170913
"20,170,929,182,576,800,000",20171007
"20,170,921,169,183,800,000",20170925
"20,170,904,133,305,200,000",20170912
"20,170,904,131,519,600,000",20170904
"20,170,922,170,287,000,000",20170928
"20,170,917,161,905,600,000",20170920
"20,170,902,128,082,500,000",20170902
"20,170,928,180,355,300,000",20170928
"20,170,907,141,582,400,000",20170907
"20,170,905,136,243,300,000",20170913
"20,170,906,139,043,600,000",20170906
"20,170,904,132,955,100,000",20170929
"20,170,930,183,808,000,000",20171005
"20,170,905,135,704,300,000",20170905
"20,170,907,140,905,200,000",20170916
"20,170,919,164,681,400,000",20170926
"20,170,928,181,396,800,000",20171005
"20,170,908,143,780,800,000",20170908
"20,170,918,162,495,300,000",20170918
"20,170,921,169,218,300,000",20170921
"20,170,912,151,695,300,000",20170916
"20,170,902,129,361,500,000",20170928
"20,170,918,162,636,800,000",20170918
"20,170,907,141,673,100,000",20170907
"20,170,905,137,542,200,000",20170913
"20,170,910,148,292,500,000",20170920
"20,170,921,169,034,700,000",20170927
"20,170,925,175,269,900,000",20170925
"20,170,917,161,086,300,000",20170923
"20,170,909,146,729,000,000",20170916
"20,170,920,167,910,300,000",20170920
"20,170,907,142,038,600,000",20170907
"20,170,912,152,915,700,000",20170915
"20,170,902,127,914,500,000",20170907
"20,170,914,155,837,200,000",20170916
"20,170,926,176,821,500,000",20170926
"20,170,926,176,198,400,000",20170926
"20,170,904,132,006,200,000",20170912
"20,170,831,123,708,000,000",20170908
"20,170,930,183,898,900,000",20171005
"20,170,919,166,133,200,000",20170928
"20,170,929,182,284,000,000",20171006
"20,170,921,169,272,900,000",20170924
"20,170,908,144,035,400,000",20170919
"20,170,924,173,310,500,000",20171004
"20,171,009,197,025,800,000",20171018
"20,171,001,185,614,500,000",20171007
"20,171,017,209,990,900,000",20171031
"20,171,002,186,426,700,000",20171002
"20,171,001,185,071,700,000",20171006
"20,171,001,184,824,500,000",20171001
"20,171,015,206,146,000,000",20171017
"20,171,018,210,617,100,000",20171025
"20,171,004,188,665,500,000",20171021
"20,171,018,210,387,400,000",20171018
"20,171,029,225,565,700,000",20171103
"20,171,004,188,581,400,000",20171013
"20,171,004,189,862,700,000",20171011
"20,171,009,197,000,100,000",20171018
"20,171,027,222,815,900,000",20171027
"20,171,029,225,604,100,000",20171104
"20,171,023,216,918,200,000",20171023
"20,171,017,210,038,500,000",20171017
"20,171,024,218,371,400,000",20171031
"20,171,016,207,089,700,000",20171103
"20,171,012,202,125,700,000",20171017
"20,171,024,218,851,000,000",20171101
"20,171,023,218,045,400,000",20171028
"20,171,018,210,882,300,000",20171024
"20,171,010,199,340,400,000",20171019
"20,171,024,219,073,300,000",20171024
"20,170,709,939,407,500,000",20170712
"20,170,726,015,480,400,000",20170802
"20,170,708,933,434,000,000",20170708
"20,170,706,920,907,000,000",20170706
"20,170,710,947,981,500,000",20170711
"20,170,719,988,887,100,000",20170719
"20,170,727,020,645,600,000",20170727
"20,170,703,903,730,900,000",20170703
"20,170,702,896,576,600,000",20170702
"20,170,712,956,111,100,000",20170714
"20,170,724,007,683,800,000",20170729
"20,170,721,997,185,300,000",20170728
"20,170,708,937,428,600,000",20170708
"20,170,713,963,819,400,000",20170713
"20,170,728,028,369,900,000",20170728
"20,170,713,963,512,200,000",20170716
"20,170,705,917,070,900,000",20170719
"20,170,710,948,249,200,000",20170719
"20,170,707,926,874,300,000",20170707
"20,170,722,001,629,400,000",20170722
"20,170,709,941,314,200,000",20170709
"20,170,704,912,267,900,000",20170712
"20,170,701,889,997,600,000",20170711
"20,170,724,006,183,700,000",20170801
"20,170,629,877,330,200,000",20170707
"20,170,728,027,488,900,000",20170728
"20,170,730,033,886,100,000",20170730
"20,170,704,912,877,500,000",20170704
"20,170,704,913,709,500,000",20170704
"20,170,709,939,311,300,000",20170711
"20,170,708,935,931,700,000",20170818
"20,170,711,952,897,700,000",20170711
"20,170,721,996,058,300,000",20170721
"20,170,708,935,942,300,000",20170708
"20,170,724,007,666,400,000",20170724
"20,170,730,033,291,000,000",20170730
"20,170,710,945,974,900,000",20170713
"20,170,704,910,095,700,000",20170712
"20,170,718,985,837,600,000",20170718
"20,170,728,024,991,400,000",20170805
"20,170,702,898,516,600,000",20170711
"20,170,727,022,046,100,000",20170802
"20,170,720,994,167,600,000",20170720
"20,170,710,943,887,000,000",20170713
"20,170,730,032,917,600,000",20170730
"20,170,706,920,120,900,000",20170710
"20,170,708,934,354,400,000",20170708
"20,170,707,926,565,300,000",20170712
"20,170,718,985,085,600,000",20170726
"20,170,712,954,966,000,000",20170712
"20,170,711,951,438,900,000",20170711
"20,170,706,919,564,500,000",20170706
"20,170,828,116,314,400,000",20170908
"20,170,825,110,604,400,000",20170825
"20,170,809,069,515,000,000",20170809
"20,170,817,091,455,300,000",20170823
"20,170,823,107,460,900,000",20170830
"20,170,813,081,071,700,000",20170813
"20,170,810,073,550,100,000",20170810
"20,170,805,056,245,800,000",20170811
"20,170,815,087,305,500,000",20170815
"20,170,816,089,015,400,000",20170816
"20,170,802,047,765,100,000",20170803
"20,170,825,112,231,500,000",20170907
"20,170,804,051,721,400,000",20170810
"20,170,806,059,727,500,000",20170816
"20,170,821,102,087,400,000",20170821
"20,170,814,085,302,400,000",20170814
"20,170,801,041,647,400,000",20170809
"20,170,807,064,702,700,000",20170808
"20,170,820,097,977,300,000",20170820
"20,170,805,055,479,300,000",20170808
"20,170,802,047,073,900,000",20170807
"20,170,830,122,987,700,000",20170830
"20,170,803,049,520,300,000",20170803
"20,170,815,087,009,200,000",20170815
"20,170,814,084,419,300,000",20170819
"20,170,816,090,463,200,000",20170816
"20,170,812,078,747,600,000",20170812
"20,170,811,076,170,900,000",20170811
"20,170,817,091,070,400,000",20170817
"20,170,816,090,181,000,000",20170816
"20,170,827,115,914,600,000",20170905
"20,170,814,084,300,600,000",20170814
"20,170,831,123,752,800,000",20170914
"20,170,805,056,326,800,000",20170805
"20,170,815,086,905,400,000",20170823
"20,170,808,067,709,800,000",20170808
"20,170,810,072,180,200,000",20170810
"20,170,831,124,593,000,000",20170831
"20,170,810,073,491,700,000",20170810
"20,170,811,076,697,100,000",20170816
"20,170,822,104,501,800,000",20170822
"20,170,807,061,168,200,000",20170807
"20,170,802,046,080,500,000",20170802
"20,170,817,091,502,800,000",20170817
"20,170,815,087,903,200,000",20170815
"20,170,815,086,075,600,000",20170815
"20,170,815,085,976,900,000",20170815
"20,170,803,049,480,200,000",20170803
"20,170,816,088,526,900,000",20170816
"20,170,818,095,165,000,000",20170818
"20,170,809,069,882,300,000",20170822
"20,170,905,137,352,100,000",20170905
"20,170,913,154,590,900,000",20170913
"20,170,928,180,525,700,000",20170928
"20,170,912,153,317,800,000",20170912
"20,170,905,135,813,800,000",20170905
"20,170,901,127,062,400,000",20170909
"20,170,911,150,696,000,000",20170911
"20,170,913,155,314,800,000",20170913
"20,170,903,130,345,700,000",20170909
"20,170,911,151,299,700,000",20170916
"20,170,902,128,792,000,000",20170909
"20,170,922,170,314,400,000",20170928
"20,170,928,180,745,600,000",20171002
"20,170,930,184,138,900,000",20170930
"20,170,926,176,941,000,000",20171004
"20,170,926,176,372,500,000",20170926
"20,170,918,163,259,200,000",20170918
"20,170,914,156,341,100,000",20170915
"20,170,902,128,848,800,000",20170907
"20,170,927,177,853,900,000",20171003
"20,170,911,149,486,900,000",20170919
"20,170,917,161,611,300,000",20170917
"20,170,913,155,310,100,000",20170923
"20,170,906,139,099,600,000",20170920
"20,170,904,133,481,000,000",20170913
"20,170,925,174,208,300,000",20170927
"20,170,901,126,817,400,000",20170903
"20,170,921,168,640,300,000",20170921
"20,170,901,127,354,700,000",20170907
"20,170,912,152,263,600,000",20170919
"20,170,906,139,009,700,000",20170906
"20,170,909,147,190,900,000",20170915
"20,170,922,170,502,200,000",20170922
"20,170,911,150,753,500,000",20170919
"20,170,904,133,841,800,000",20170907
"20,170,925,174,566,400,000",20170930
"20,170,924,173,894,800,000",20170927
"20,170,923,172,422,800,000",20170930
"20,170,924,173,066,800,000",20170924
"20,170,923,171,842,300,000",20170926
"20,170,926,176,870,700,000",20170930
"20,170,908,143,584,700,000",20170912
"20,170,912,152,288,700,000",20170915
"20,170,930,184,687,200,000",20171009
"20,170,908,143,515,800,000",20170914
"20,170,901,125,754,700,000",20170906
"20,170,907,141,976,100,000",20170913
"20,171,012,201,632,900,000",20171019
"20,171,020,214,242,400,000",20171026
"20,171,025,220,899,900,000",20171029
"20,171,001,185,357,000,000",20171001
"20,171,026,222,288,700,000",20171104
"20,171,010,198,846,500,000",20171023
"20,171,009,195,844,500,000",20171017
"20,171,005,191,255,900,000",20171011
"20,171,031,227,314,100,000",20171108
"20,171,005,191,012,600,000",20171010
"20,171,029,225,397,600,000",20171104
"20,171,011,201,397,200,000",20171011
"20,171,020,213,363,200,000",20171020
"20,171,010,199,620,500,000",20171011
"20,171,026,221,587,300,000",20171028
"20,171,005,191,106,200,000",20171011
"20,171,017,209,166,700,000",20171017
"20,171,023,216,854,700,000",20171027
"20,171,025,220,475,300,000",20171101
"20,171,008,195,108,800,000",20171008
"20,171,027,223,348,100,000",20171027
"20,171,013,204,256,200,000",20171018
"20,171,009,196,865,300,000",20171014
"20,171,011,201,326,400,000",20171018
"20,171,024,218,774,600,000",20171025
"20,171,003,187,868,900,000",20171003
"20,171,011,200,754,900,000",20171011
"20,171,013,204,387,700,000",20171013
"20,171,027,222,577,000,000",20171104
"20,171,023,217,299,900,000",20171030
"20,171,026,222,063,500,000",20171027
"20,171,031,227,458,200,000",20171031
"20,171,010,198,089,900,000",20171010
"20,171,011,200,778,400,000",20171019
"20,171,030,225,865,300,000",20171103
"20,170,720,992,942,000,000",20170728
"20,170,712,955,009,700,000",20170719
"20,170,703,905,602,100,000",20170714
"20,170,702,895,670,700,000",20170702
"20,170,724,006,311,300,000",20170724
"20,170,720,991,280,400,000",20170720
"20,170,720,992,809,400,000",20170720
"20,170,710,943,619,400,000",20170713
"20,170,721,995,527,300,000",20170722
"20,170,707,928,884,000,000",20170707
"20,170,709,939,043,800,000",20170714
"20,170,719,990,659,500,000",20170726
"20,170,714,970,119,800,000",20170714
"20,170,727,023,518,700,000",20170727
"20,170,728,028,097,800,000",20170728
"20,170,709,941,063,800,000",20170719
"20,170,728,026,582,600,000",20170810
"20,170,709,941,653,100,000",20170719
"20,170,712,958,766,900,000",20170712
"20,170,704,913,785,100,000",20170704
"20,170,718,982,620,900,000",20170718
"20,170,701,892,421,100,000",20170701
"20,170,706,920,671,500,000",20170712
"20,170,714,966,581,400,000",20170720
"20,170,701,891,192,700,000",20170701
"20,170,727,022,720,000,000",20170727
"20,170,719,988,670,600,000",20170719
"20,170,725,011,543,400,000",20170802
"20,170,712,959,019,700,000",20170719
"20,170,702,897,404,000,000",20170702
"20,170,725,014,819,200,000",20170725
"20,170,704,909,913,900,000",20170711
"20,170,709,941,462,800,000",20170714
"20,170,707,930,234,600,000",20170707
"20,170,702,897,561,100,000",20170712
"20,170,714,968,546,400,000",20170717
"20,170,727,023,676,600,000",20170727
"20,170,712,955,464,600,000",20170712
"20,170,712,957,771,200,000",20170712
"20,170,719,987,369,500,000",20170726
"20,170,715,972,865,200,000",20170715
"20,170,703,903,085,000,000",20170703
"20,170,707,927,399,500,000",20170707
"20,170,711,950,786,500,000",20170713
"20,170,703,907,734,700,000",20170706
"20,170,714,967,568,100,000",20170714
"20,170,706,920,649,200,000",20170714
"20,170,723,004,598,200,000",20170801
"20,170,709,940,857,500,000",20170714
"20,170,702,897,332,000,000",20170702
"20,170,629,880,058,900,000",20170708
"20,170,727,021,714,700,000",20170804
"20,170,731,035,634,600,000",20170804
"20,170,804,052,066,900,000",20170811
"20,170,815,086,221,800,000",20170815
"20,170,804,055,182,500,000",20170811
"20,170,806,058,746,000,000",20170806
"20,170,821,100,199,000,000",20170823
"20,170,814,085,383,900,000",20170815
"20,170,801,041,184,500,000",20170809
"20,170,826,113,469,200,000",20170826
"20,170,819,096,974,100,000",20170819
"20,170,831,125,108,000,000",20170831
"20,170,809,068,948,200,000",20170822
"20,170,821,100,102,800,000",20170821
"20,170,831,123,702,900,000",20170906
"20,170,829,120,495,800,000",20170906
"20,170,819,095,931,800,000",20170819
"20,170,818,094,812,200,000",20170826
"20,170,804,055,140,500,000",20170816
"20,170,819,095,861,200,000",20170819
"20,170,811,076,144,100,000",20170815
"20,170,807,063,948,700,000",20170807
"20,170,802,047,323,200,000",20170802
"20,170,820,098,285,400,000",20170820
"20,170,831,123,376,200,000",20170905
"20,170,808,065,273,700,000",20170908
"20,170,826,114,242,500,000",20170826
"20,170,811,077,453,500,000",20170817
"20,170,828,118,139,200,000",20170828
"20,170,818,095,401,400,000",20170826
"20,170,809,068,133,400,000",20170816
"20,170,803,048,000,000,000",20170810
"20,170,827,116,289,800,000",20170906
"20,170,826,113,765,900,000",20170826
"20,170,807,063,264,200,000",20170812
"20,170,801,043,488,000,000",20170801
"20,170,823,105,996,700,000",20170823
"20,170,801,042,113,700,000",20170803
"20,170,828,116,846,500,000",20170828
"20,170,805,057,362,300,000",20170805
"20,170,809,069,530,800,000",20170809
"20,170,818,093,433,800,000",20170818
"20,170,810,074,591,000,000",20170810
"20,170,824,109,342,500,000",20170824
"20,170,810,072,690,600,000",20170810
"20,170,805,057,520,700,000",20170805
"20,170,803,051,177,500,000",20170803
"20,170,820,098,960,700,000",20170830
"20,170,802,044,178,700,000",20170802
"20,170,803,050,499,700,000",20170803
"20,170,818,093,017,700,000",20170818
"20,170,830,121,014,800,000",20170830
"20,170,807,063,497,600,000",20170810
"20,170,815,088,219,800,000",20170815
"20,170,731,039,471,100,000",20170809
"20,170,817,092,041,100,000",20170821
"20,170,901,126,919,400,000",20170908
"20,170,919,165,118,000,000",20170928
"20,170,919,166,121,600,000",20170919
"20,170,930,183,955,700,000",20171004
"20,170,926,176,764,600,000",20170928
"20,170,911,149,896,800,000",20170915
"20,170,922,170,911,900,000",20170927
"20,170,913,155,081,600,000",20170913
"20,170,912,151,679,800,000",20170916
"20,170,922,169,581,600,000",20170923
"20,170,905,135,283,900,000",20170908
"20,170,928,179,903,700,000",20170928
"20,170,923,172,281,600,000",20170923
"20,170,904,134,736,400,000",20170904
"20,170,923,172,214,400,000",20171003
"20,170,926,177,593,300,000",20171004
"20,170,924,173,888,500,000",20170929
"20,170,914,156,356,000,000",20170914
"20,170,918,162,939,200,000",20170922
"20,170,925,175,521,600,000",20171003
"20,170,917,161,454,800,000",20170923
"20,170,913,154,757,900,000",20170923
"20,170,908,143,976,800,000",20170908
"20,170,919,164,797,700,000",20171004
"20,170,908,142,506,100,000",20170913
"20,170,918,163,562,000,000",20170918
"20,170,906,138,686,200,000",20170927
"20,170,921,169,420,600,000",20170924
"20,170,914,156,379,700,000",20170918
"20,170,915,158,225,000,000",20170921
"20,170,913,155,428,300,000",20170920
"20,170,929,182,439,000,000",20171006
"20,170,905,137,069,100,000",20170907
"20,170,920,167,163,400,000",20170920
"20,170,909,147,250,400,000",20170913
"20,170,912,152,590,800,000",20170912
"20,170,910,148,862,900,000",20170919
"20,170,927,179,001,700,000",20171001
"20,170,927,178,532,900,000",20171006
"20,170,915,158,354,500,000",20170915
"20,170,911,149,896,100,000",20170911
"20,170,913,154,460,000,000",20170913
"20,170,907,141,074,700,000",20170907
"20,170,912,152,569,500,000",20170912
"20,170,917,162,122,500,000",20170922
"20,170,927,178,035,600,000",20171004
"20,170,920,166,424,200,000",20171012
"20,170,920,167,772,400,000",20170920
"20,170,902,129,246,300,000",20170912
"20,170,906,139,682,700,000",20170909
"20,170,901,127,152,700,000",20170901
"20,170,927,179,087,200,000",20171004
"20,170,929,182,264,400,000",20171007
"20,170,918,163,916,700,000",20170927
"20,171,016,207,106,500,000",20171019
